"id","ip_usuario","tipo_movimiento","origen","elementos_involucrados","fecha_hora","comentarios"
"257","192.168.1.39","3","Directo","vista_Jean_Slim_Negro","2025-11-03 12:33:30","Navegando catalogo"
"258","192.168.1.39","5","Directo","btn_cancelar_checkout","2025-11-03 12:34:07","Abandono en pago"
"259","192.168.1.37","1","Directo","Home_Page","2025-11-03 15:16:00","Inicio de sesion"
"260","192.168.1.37","3","Directo","vista_Jean_Slim_Negro","2025-11-03 15:16:33","Navegando catalogo"
"261","192.168.1.37","3","Directo","vista_Jean_Slim_Negro","2025-11-03 15:16:40","Navegando catalogo"
"262","192.168.1.37","3","Directo","vista_Jean_Slim_Negro","2025-11-03 15:17:13","Navegando catalogo"
"263","192.168.1.37","3","Directo","vista_Camisa_Lino_Blanca","2025-11-03 15:17:31","Navegando catalogo"
"264","192.168.1.37","2","Directo","btn_ver_tallas","2025-11-03 15:17:33","Interaccion interfaz"
"265","192.168.1.37","3","Directo","vista_Chaqueta_Cuero","2025-11-03 15:18:13","Navegando catalogo"
"266","192.168.1.37","4","Directo","btn_finalizar_pago_exitoso","2025-11-03 15:18:56","Venta Exitosa"
"267","192.168.1.24","1","Directo","Home_Page","2025-11-03 16:54:00","Inicio de sesion"
"268","192.168.1.24","3","Directo","vista_Chaqueta_Cuero","2025-11-03 16:54:34","Navegando catalogo"
"269","192.168.1.24","2","Directo","btn_agregar_carrito","2025-11-03 16:54:36","Interaccion interfaz"
"270","192.168.1.24","3","Directo","vista_Jean_Slim_Negro","2025-11-03 16:55:02","Navegando catalogo"
"271","192.168.1.24","3","Directo","vista_Zapatillas_Urban","2025-11-03 16:55:34","Navegando catalogo"
"272","192.168.1.24","2","Directo","img_zoom","2025-11-03 16:55:36","Interaccion interfaz"
"273","192.168.1.24","3","Directo","vista_Chaqueta_Cuero","2025-11-03 16:56:00","Navegando catalogo"
"274","192.168.1.24","2","Directo","link_menu_hombres","2025-11-03 16:56:02","Interaccion interfaz"
"275","192.168.1.24","5","Directo","btn_cancelar_checkout","2025-11-03 16:57:00","Abandono en pago"
"276","192.168.1.50","1","Directo","Home_Page","2025-11-03 19:43:00","Inicio de sesion"
"277","192.168.1.50","3","Directo","vista_Camisa_Lino_Blanca","2025-11-03 19:43:33","Navegando catalogo"
"278","192.168.1.50","3","Directo","vista_Chaqueta_Cuero","2025-11-03 19:44:05","Navegando catalogo"
"279","192.168.1.50","3","Directo","vista_Camisa_Lino_Blanca","2025-11-03 19:44:32","Navegando catalogo"
"280","192.168.1.50","2","Directo","img_zoom","2025-11-03 19:44:34","Interaccion interfaz"
"281","192.168.1.50","3","Directo","vista_Jean_Slim_Negro","2025-11-03 19:44:40","Navegando catalogo"
"282","192.168.1.50","3","Directo","vista_Camisa_Lino_Blanca","2025-11-03 19:45:03","Navegando catalogo"
"283","192.168.1.50","2","Directo","btn_agregar_carrito","2025-11-03 19:45:05","Interaccion interfaz"
"284","192.168.1.50","4","Directo","btn_finalizar_pago_exitoso","2025-11-03 19:46:04","Venta Exitosa"
"285","192.168.1.4","1","Directo","Home_Page","2025-11-03 21:23:00","Inicio de sesion"
"286","192.168.1.4","3","Directo","vista_Chaqueta_Cuero","2025-11-03 21:23:37","Navegando catalogo"
"287","192.168.1.4","2","Directo","img_zoom","2025-11-03 21:23:39","Interaccion interfaz"
"288","192.168.1.4","3","Directo","vista_Vestido_Verano_Floral","2025-11-03 21:24:09","Navegando catalogo"
"289","192.168.1.4","2","Directo","btn_agregar_carrito","2025-11-03 21:24:11","Interaccion interfaz"
"290","192.168.1.4","3","Directo","vista_Jean_Slim_Negro","2025-11-03 21:24:29","Navegando catalogo"
"291","192.168.1.4","2","Directo","img_zoom","2025-11-03 21:24:31","Interaccion interfaz"
"292","192.168.1.45","1","Newsletter","Home_Page","2025-11-03 23:51:00","Inicio de sesion"
"293","192.168.1.45","3","Newsletter","vista_Vestido_Verano_Floral","2025-11-03 23:51:07","Navegando catalogo"
"294","192.168.1.45","2","Newsletter","img_zoom","2025-11-03 23:51:09","Interaccion interfaz"
"295","192.168.1.46","1","Newsletter","Home_Page","2025-11-04 01:20:00","Inicio de sesion"
"296","192.168.1.46","3","Newsletter","vista_Zapatillas_Urban","2025-11-04 01:20:44","Navegando catalogo"
"297","192.168.1.41","1","Instagram Bio","Home_Page","2025-11-04 03:23:00","Inicio de sesion"
"298","192.168.1.41","3","Instagram Bio","vista_Chaqueta_Cuero","2025-11-04 03:23:34","Navegando catalogo"
"299","192.168.1.41","2","Instagram Bio","btn_ver_tallas","2025-11-04 03:23:36","Interaccion interfaz"
"300","192.168.1.38","1","Newsletter","Home_Page","2025-11-04 03:59:00","Inicio de sesion"
"301","192.168.1.38","3","Newsletter","vista_Zapatillas_Urban","2025-11-04 03:59:44","Navegando catalogo"
"302","192.168.1.38","3","Newsletter","vista_Jean_Slim_Negro","2025-11-04 03:59:49","Navegando catalogo"
"303","192.168.1.38","2","Newsletter","btn_agregar_carrito","2025-11-04 03:59:51","Interaccion interfaz"
"304","192.168.1.38","3","Newsletter","vista_Vestido_Verano_Floral","2025-11-04 04:00:05","Navegando catalogo"
"305","192.168.1.38","2","Newsletter","link_menu_hombres","2025-11-04 04:00:07","Interaccion interfaz"
"306","192.168.1.9","1","Instagram Bio","Home_Page","2025-11-04 06:02:00","Inicio de sesion"
"307","192.168.1.9","3","Instagram Bio","vista_Chaqueta_Cuero","2025-11-04 06:02:43","Navegando catalogo"
"308","192.168.1.9","3","Instagram Bio","vista_Chaqueta_Cuero","2025-11-04 06:03:24","Navegando catalogo"
"309","192.168.1.9","3","Instagram Bio","vista_Vestido_Verano_Floral","2025-11-04 06:03:45","Navegando catalogo"
"310","192.168.1.9","2","Instagram Bio","img_zoom","2025-11-04 06:03:47","Interaccion interfaz"
"311","192.168.1.7","1","Newsletter","Home_Page","2025-11-04 08:19:00","Inicio de sesion"
"312","192.168.1.7","3","Newsletter","vista_Chaqueta_Cuero","2025-11-04 08:19:39","Navegando catalogo"
"313","192.168.1.7","3","Newsletter","vista_Jean_Slim_Negro","2025-11-04 08:19:50","Navegando catalogo"
"314","192.168.1.7","3","Newsletter","vista_Camisa_Lino_Blanca","2025-11-04 08:20:21","Navegando catalogo"
"315","192.168.1.7","2","Newsletter","link_menu_hombres","2025-11-04 08:20:23","Interaccion interfaz"
"316","192.168.1.7","3","Newsletter","vista_Jean_Slim_Negro","2025-11-04 08:20:43","Navegando catalogo"
"317","192.168.1.7","2","Newsletter","btn_agregar_carrito","2025-11-04 08:20:45","Interaccion interfaz"
"318","192.168.1.7","3","Newsletter","vista_Jean_Slim_Negro","2025-11-04 08:21:15","Navegando catalogo"
"319","192.168.1.7","4","Newsletter","btn_finalizar_pago_exitoso","2025-11-04 08:21:55","Venta Exitosa"
"320","192.168.1.37","1","Newsletter","Home_Page","2025-11-04 11:16:00","Inicio de sesion"
"321","192.168.1.37","3","Newsletter","vista_Zapatillas_Urban","2025-11-04 11:16:25","Navegando catalogo"
"322","192.168.1.37","3","Newsletter","vista_Vestido_Verano_Floral","2025-11-04 11:16:50","Navegando catalogo"
"323","192.168.1.37","2","Newsletter","link_menu_hombres","2025-11-04 11:16:52","Interaccion interfaz"
"324","192.168.1.37","3","Newsletter","vista_Vestido_Verano_Floral","2025-11-04 11:17:18","Navegando catalogo"
"325","192.168.1.22","1","Directo","Home_Page","2025-11-04 11:45:00","Inicio de sesion"
"326","192.168.1.22","3","Directo","vista_Zapatillas_Urban","2025-11-04 11:45:28","Navegando catalogo"
"327","192.168.1.22","2","Directo","btn_ver_tallas","2025-11-04 11:45:30","Interaccion interfaz"
"328","192.168.1.10","1","Directo","Home_Page","2025-11-04 13:03:00","Inicio de sesion"
"329","192.168.1.10","3","Directo","vista_Zapatillas_Urban","2025-11-04 13:03:32","Navegando catalogo"
"330","192.168.1.10","3","Directo","vista_Zapatillas_Urban","2025-11-04 13:03:48","Navegando catalogo"
"331","192.168.1.10","2","Directo","btn_agregar_carrito","2025-11-04 13:03:50","Interaccion interfaz"
"332","192.168.1.10","3","Directo","vista_Jean_Slim_Negro","2025-11-04 13:04:30","Navegando catalogo"
"333","192.168.1.10","3","Directo","vista_Camisa_Lino_Blanca","2025-11-04 13:05:07","Navegando catalogo"
"334","192.168.1.10","2","Directo","img_zoom","2025-11-04 13:05:09","Interaccion interfaz"
"335","192.168.1.10","5","Directo","btn_cancelar_checkout","2025-11-04 13:06:02","Abandono en pago"
"336","192.168.1.33","1","Instagram Bio","Home_Page","2025-11-04 13:54:00","Inicio de sesion"
"337","192.168.1.33","3","Instagram Bio","vista_Zapatillas_Urban","2025-11-04 13:54:24","Navegando catalogo"
"338","192.168.1.33","2","Instagram Bio","btn_ver_tallas","2025-11-04 13:54:26","Interaccion interfaz"
"339","192.168.1.33","3","Instagram Bio","vista_Vestido_Verano_Floral","2025-11-04 13:55:07","Navegando catalogo"
"340","192.168.1.49","1","Facebook","Home_Page","2025-11-04 16:02:00","Inicio de sesion"
"341","192.168.1.49","3","Facebook","vista_Vestido_Verano_Floral","2025-11-04 16:02:08","Navegando catalogo"
"342","192.168.1.49","2","Facebook","img_zoom","2025-11-04 16:02:10","Interaccion interfaz"
"343","192.168.1.49","3","Facebook","vista_Vestido_Verano_Floral","2025-11-04 16:02:50","Navegando catalogo"
"344","192.168.1.49","2","Facebook","btn_ver_tallas","2025-11-04 16:02:52","Interaccion interfaz"
"345","192.168.1.49","3","Facebook","vista_Zapatillas_Urban","2025-11-04 16:03:12","Navegando catalogo"
"346","192.168.1.49","3","Facebook","vista_Zapatillas_Urban","2025-11-04 16:03:30","Navegando catalogo"
"347","192.168.1.49","5","Facebook","btn_cancelar_checkout","2025-11-04 16:04:00","Abandono en pago"
"348","192.168.1.23","1","Instagram Bio","Home_Page","2025-11-04 18:48:00","Inicio de sesion"
"349","192.168.1.23","3","Instagram Bio","vista_Jean_Slim_Negro","2025-11-04 18:48:42","Navegando catalogo"
"350","192.168.1.23","2","Instagram Bio","btn_agregar_carrito","2025-11-04 18:48:44","Interaccion interfaz"
"351","192.168.1.23","3","Instagram Bio","vista_Jean_Slim_Negro","2025-11-04 18:49:12","Navegando catalogo"
"352","192.168.1.23","2","Instagram Bio","link_menu_hombres","2025-11-04 18:49:14","Interaccion interfaz"
"353","192.168.1.29","1","Directo","Home_Page","2025-11-04 19:58:00","Inicio de sesion"
"354","192.168.1.29","3","Directo","vista_Vestido_Verano_Floral","2025-11-04 19:58:37","Navegando catalogo"
"355","192.168.1.17","1","Newsletter","Home_Page","2025-11-04 20:46:00","Inicio de sesion"
"356","192.168.1.17","3","Newsletter","vista_Camisa_Lino_Blanca","2025-11-04 20:46:25","Navegando catalogo"
"357","192.168.1.17","3","Newsletter","vista_Camisa_Lino_Blanca","2025-11-04 20:46:33","Navegando catalogo"
"358","192.168.1.17","2","Newsletter","link_menu_hombres","2025-11-04 20:46:35","Interaccion interfaz"
"359","192.168.1.17","3","Newsletter","vista_Vestido_Verano_Floral","2025-11-04 20:46:52","Navegando catalogo"
"360","192.168.1.17","3","Newsletter","vista_Zapatillas_Urban","2025-11-04 20:47:02","Navegando catalogo"
"361","192.168.1.17","2","Newsletter","link_menu_hombres","2025-11-04 20:47:04","Interaccion interfaz"
"362","192.168.1.17","5","Newsletter","btn_cancelar_checkout","2025-11-04 20:48:00","Abandono en pago"
"363","192.168.1.27","1","Google Ads","Home_Page","2025-11-04 22:25:00","Inicio de sesion"
"364","192.168.1.27","3","Google Ads","vista_Vestido_Verano_Floral","2025-11-04 22:25:42","Navegando catalogo"
"365","192.168.1.27","2","Google Ads","btn_agregar_carrito","2025-11-04 22:25:44","Interaccion interfaz"
"366","192.168.1.27","3","Google Ads","vista_Jean_Slim_Negro","2025-11-04 22:25:56","Navegando catalogo"
"367","192.168.1.27","3","Google Ads","vista_Zapatillas_Urban","2025-11-04 22:26:30","Navegando catalogo"
"368","192.168.1.27","2","Google Ads","btn_agregar_carrito","2025-11-04 22:26:32","Interaccion interfaz"
"369","192.168.1.1","1","Google Ads","Home_Page","2025-11-04 23:39:00","Inicio de sesion"
"370","192.168.1.1","3","Google Ads","vista_Camisa_Lino_Blanca","2025-11-04 23:39:19","Navegando catalogo"
"371","192.168.1.1","3","Google Ads","vista_Vestido_Verano_Floral","2025-11-04 23:39:40","Navegando catalogo"
"372","192.168.1.1","2","Google Ads","link_menu_hombres","2025-11-04 23:39:42","Interaccion interfaz"
"373","192.168.1.1","3","Google Ads","vista_Vestido_Verano_Floral","2025-11-04 23:40:20","Navegando catalogo"
"374","192.168.1.1","2","Google Ads","btn_ver_tallas","2025-11-04 23:40:22","Interaccion interfaz"
"375","192.168.1.43","1","Directo","Home_Page","2025-11-05 01:08:00","Inicio de sesion"
"376","192.168.1.43","3","Directo","vista_Zapatillas_Urban","2025-11-05 01:08:36","Navegando catalogo"
"377","192.168.1.43","2","Directo","img_zoom","2025-11-05 01:08:38","Interaccion interfaz"
"378","192.168.1.43","3","Directo","vista_Vestido_Verano_Floral","2025-11-05 01:09:13","Navegando catalogo"
"379","192.168.1.43","2","Directo","btn_ver_tallas","2025-11-05 01:09:15","Interaccion interfaz"
"380","192.168.1.43","3","Directo","vista_Vestido_Verano_Floral","2025-11-05 01:09:22","Navegando catalogo"
"381","192.168.1.43","2","Directo","img_zoom","2025-11-05 01:09:24","Interaccion interfaz"
"382","192.168.1.43","3","Directo","vista_Vestido_Verano_Floral","2025-11-05 01:09:51","Navegando catalogo"
"383","192.168.1.43","5","Directo","btn_cancelar_checkout","2025-11-05 01:10:19","Abandono en pago"
"384","192.168.1.7","1","Instagram Bio","Home_Page","2025-11-05 03:22:00","Inicio de sesion"
"385","192.168.1.7","3","Instagram Bio","vista_Jean_Slim_Negro","2025-11-05 03:22:24","Navegando catalogo"
"386","192.168.1.7","3","Instagram Bio","vista_Chaqueta_Cuero","2025-11-05 03:22:51","Navegando catalogo"
"387","192.168.1.7","3","Instagram Bio","vista_Camisa_Lino_Blanca","2025-11-05 03:23:14","Navegando catalogo"
"388","192.168.1.7","3","Instagram Bio","vista_Zapatillas_Urban","2025-11-05 03:23:43","Navegando catalogo"
"389","192.168.1.7","2","Instagram Bio","btn_agregar_carrito","2025-11-05 03:23:45","Interaccion interfaz"
"390","192.168.1.7","3","Instagram Bio","vista_Chaqueta_Cuero","2025-11-05 03:24:19","Navegando catalogo"
"391","192.168.1.7","4","Instagram Bio","btn_finalizar_pago_exitoso","2025-11-05 03:24:39","Venta Exitosa"
"392","192.168.1.29","1","Instagram Bio","Home_Page","2025-11-05 03:42:00","Inicio de sesion"
"393","192.168.1.29","3","Instagram Bio","vista_Camisa_Lino_Blanca","2025-11-05 03:42:41","Navegando catalogo"
"394","192.168.1.29","3","Instagram Bio","vista_Vestido_Verano_Floral","2025-11-05 03:43:10","Navegando catalogo"
"395","192.168.1.29","2","Instagram Bio","btn_agregar_carrito","2025-11-05 03:43:12","Interaccion interfaz"
"396","192.168.1.29","3","Instagram Bio","vista_Chaqueta_Cuero","2025-11-05 03:43:33","Navegando catalogo"
"397","192.168.1.4","1","Newsletter","Home_Page","2025-11-05 06:37:00","Inicio de sesion"
"398","192.168.1.4","3","Newsletter","vista_Camisa_Lino_Blanca","2025-11-05 06:37:16","Navegando catalogo"
"399","192.168.1.4","3","Newsletter","vista_Vestido_Verano_Floral","2025-11-05 06:37:43","Navegando catalogo"
"400","192.168.1.4","2","Newsletter","btn_ver_tallas","2025-11-05 06:37:45","Interaccion interfaz"
"401","192.168.1.45","1","Directo","Home_Page","2025-11-05 08:54:00","Inicio de sesion"
"402","192.168.1.45","3","Directo","vista_Zapatillas_Urban","2025-11-05 08:54:36","Navegando catalogo"
"403","192.168.1.45","3","Directo","vista_Chaqueta_Cuero","2025-11-05 08:55:05","Navegando catalogo"
"404","192.168.1.16","1","Newsletter","Home_Page","2025-11-05 09:38:00","Inicio de sesion"
"405","192.168.1.16","3","Newsletter","vista_Jean_Slim_Negro","2025-11-05 09:38:43","Navegando catalogo"
"406","192.168.1.24","1","Newsletter","Home_Page","2025-11-05 10:12:00","Inicio de sesion"
"407","192.168.1.24","3","Newsletter","vista_Chaqueta_Cuero","2025-11-05 10:12:06","Navegando catalogo"
"408","192.168.1.24","2","Newsletter","btn_agregar_carrito","2025-11-05 10:12:08","Interaccion interfaz"
"409","192.168.1.24","3","Newsletter","vista_Chaqueta_Cuero","2025-11-05 10:12:33","Navegando catalogo"
"410","192.168.1.24","3","Newsletter","vista_Zapatillas_Urban","2025-11-05 10:12:41","Navegando catalogo"
"411","192.168.1.24","2","Newsletter","link_menu_hombres","2025-11-05 10:12:43","Interaccion interfaz"
"412","192.168.1.8","1","Instagram Bio","Home_Page","2025-11-05 10:22:00","Inicio de sesion"
"413","192.168.1.8","3","Instagram Bio","vista_Chaqueta_Cuero","2025-11-05 10:22:31","Navegando catalogo"
"414","192.168.1.8","2","Instagram Bio","btn_agregar_carrito","2025-11-05 10:22:33","Interaccion interfaz"
"415","192.168.1.8","3","Instagram Bio","vista_Jean_Slim_Negro","2025-11-05 10:22:57","Navegando catalogo"
"416","192.168.1.8","2","Instagram Bio","btn_ver_tallas","2025-11-05 10:22:59","Interaccion interfaz"
"417","192.168.1.8","3","Instagram Bio","vista_Camisa_Lino_Blanca","2025-11-05 10:23:27","Navegando catalogo"
"418","192.168.1.8","3","Instagram Bio","vista_Camisa_Lino_Blanca","2025-11-05 10:23:36","Navegando catalogo"
"419","192.168.1.8","2","Instagram Bio","btn_agregar_carrito","2025-11-05 10:23:38","Interaccion interfaz"
"420","192.168.1.8","3","Instagram Bio","vista_Camisa_Lino_Blanca","2025-11-05 10:24:21","Navegando catalogo"
"421","192.168.1.8","4","Instagram Bio","btn_finalizar_pago_exitoso","2025-11-05 10:25:16","Venta Exitosa"
"422","192.168.1.31","1","Google Ads","Home_Page","2025-11-05 13:19:00","Inicio de sesion"
"423","192.168.1.31","3","Google Ads","vista_Vestido_Verano_Floral","2025-11-05 13:19:44","Navegando catalogo"
"424","192.168.1.27","1","Newsletter","Home_Page","2025-11-05 14:21:00","Inicio de sesion"
"425","192.168.1.27","3","Newsletter","vista_Jean_Slim_Negro","2025-11-05 14:21:10","Navegando catalogo"
"426","192.168.1.27","2","Newsletter","btn_ver_tallas","2025-11-05 14:21:12","Interaccion interfaz"
"427","192.168.1.27","3","Newsletter","vista_Jean_Slim_Negro","2025-11-05 14:21:26","Navegando catalogo"
"428","192.168.1.27","2","Newsletter","link_menu_hombres","2025-11-05 14:21:28","Interaccion interfaz"
"429","192.168.1.1","1","Google Ads","Home_Page","2025-11-05 15:43:00","Inicio de sesion"
"430","192.168.1.1","3","Google Ads","vista_Jean_Slim_Negro","2025-11-05 15:43:15","Navegando catalogo"
"431","192.168.1.1","2","Google Ads","btn_ver_tallas","2025-11-05 15:43:17","Interaccion interfaz"
"432","192.168.1.1","3","Google Ads","vista_Vestido_Verano_Floral","2025-11-05 15:43:53","Navegando catalogo"
"433","192.168.1.1","2","Google Ads","link_menu_hombres","2025-11-05 15:43:55","Interaccion interfaz"
"434","192.168.1.1","3","Google Ads","vista_Camisa_Lino_Blanca","2025-11-05 15:44:09","Navegando catalogo"
"435","192.168.1.37","1","Newsletter","Home_Page","2025-11-05 18:25:00","Inicio de sesion"
"436","192.168.1.37","3","Newsletter","vista_Zapatillas_Urban","2025-11-05 18:25:14","Navegando catalogo"
"437","192.168.1.37","3","Newsletter","vista_Camisa_Lino_Blanca","2025-11-05 18:25:55","Navegando catalogo"
"438","192.168.1.37","3","Newsletter","vista_Zapatillas_Urban","2025-11-05 18:26:07","Navegando catalogo"
"439","192.168.1.37","3","Newsletter","vista_Chaqueta_Cuero","2025-11-05 18:26:20","Navegando catalogo"
"440","192.168.1.37","3","Newsletter","vista_Zapatillas_Urban","2025-11-05 18:27:04","Navegando catalogo"
"441","192.168.1.37","2","Newsletter","btn_ver_tallas","2025-11-05 18:27:06","Interaccion interfaz"
"442","192.168.1.37","4","Newsletter","btn_finalizar_pago_exitoso","2025-11-05 18:27:40","Venta Exitosa"
